,class,filename,height,image_id,width,xmax,xmin,ymax,ymin
194,3,190119_183108_00166772.jpg,495,54,685,576.0,513.0,329.0,271.0
195,2,190119_183108_00166772.jpg,495,54,685,443.0,353.0,206.0,143.0
196,3,190119_175121_00166261.jpg,540,55,1151,982.0,828.0,301.0,229.0
197,2,190119_175121_00166261.jpg,540,55,1151,929.0,858.0,465.0,398.0
198,3,190119_183329_00166809.jpg,509,56,1151,777.0,714.0,390.0,320.0
199,4,190119_183329_00166809.jpg,509,56,1151,44.0,1.0,423.0,397.0
200,4,190119_183329_00166809.jpg,509,56,1151,231.0,133.0,352.0,293.0
201,5,190119_183329_00166809.jpg,509,56,1151,1068.0,928.0,264.0,170.0
202,5,190119_183329_00166809.jpg,509,56,1151,1070.0,992.0,300.0,199.0
203,4,190119_183329_00166809.jpg,509,56,1151,570.0,440.0,385.0,311.0
204,4,190119_183329_00166809.jpg,509,56,1151,900.0,812.0,331.0,262.0
205,5,190110_171145_00155343.jpg,293,57,351,208.0,131.0,148.0,86.0
206,3,190119_181609_00166661.jpg,569,58,1151,889.0,714.0,345.0,323.0
207,4,190119_181609_00166661.jpg,569,58,1151,242.0,119.0,338.0,265.0
208,4,190119_181609_00166661.jpg,569,58,1151,247.0,194.0,275.0,251.0
209,2,190119_181609_00166661.jpg,569,58,1151,181.0,61.0,288.0,218.0
210,2,190119_181609_00166661.jpg,569,58,1151,1056.0,888.0,447.0,356.0
211,3,190119_182954_00166753.jpg,501,59,584,305.0,210.0,226.0,184.0
212,2,190119_182954_00166753.jpg,501,59,584,490.0,339.0,340.0,281.0
213,3,190119_184946_00167040.jpg,536,60,1151,594.0,469.0,424.0,394.0
214,5,190119_184946_00167040.jpg,536,60,1151,1045.0,968.0,461.0,328.0
215,4,190119_184946_00167040.jpg,536,60,1151,348.0,213.0,440.0,367.0
216,4,190119_184946_00167040.jpg,536,60,1151,989.0,929.0,353.0,283.0
217,3,190119_183240_00166796.jpg,577,61,487,435.0,307.0,535.0,446.0
218,2,190119_183240_00166796.jpg,577,61,487,298.0,164.0,557.0,469.0
219,1,190119_175805_00166370.jpg,622,62,584,493.0,453.0,511.0,464.0
220,4,190118_202549_00164785.jpg,393,63,385,336.0,240.0,226.0,146.0
221,4,190118_202549_00164785.jpg,393,63,385,230.0,149.0,360.0,298.0
222,4,190118_202549_00164785.jpg,393,63,385,152.0,113.0,282.0,209.0
223,1,190119_174702_00166192.jpg,498,64,1151,854.0,791.0,233.0,192.0
224,1,190119_174702_00166192.jpg,498,64,1151,359.0,301.0,400.0,355.0
225,1,190119_174702_00166192.jpg,498,64,1151,444.0,349.0,443.0,350.0
226,5,190119_174702_00166192.jpg,498,64,1151,845.0,655.0,450.0,402.0
227,4,190119_174702_00166192.jpg,498,64,1151,313.0,156.0,183.0,86.0
228,4,190109_182535_00154233.jpg,291,65,408,332.0,168.0,179.0,106.0
229,5,190112_191217_00157920.jpg,267,66,359,254.0,73.0,127.0,61.0
230,4,190112_191217_00157920.jpg,267,66,359,208.0,103.0,181.0,73.0
231,3,190110_171044_00155337.jpg,204,67,398,328.0,210.0,133.0,100.0
232,3,190110_171044_00155337.jpg,204,67,398,234.0,99.0,126.0,88.0
233,3,190110_171044_00155337.jpg,204,67,398,220.0,53.0,188.0,169.0
234,4,190110_171044_00155337.jpg,204,67,398,221.0,180.0,151.0,105.0
235,4,190110_171044_00155337.jpg,204,67,398,138.0,46.0,131.0,67.0
236,3,190119_180231_00166437.jpg,321,68,443,360.0,202.0,134.0,80.0
237,2,190119_180231_00166437.jpg,321,68,443,325.0,171.0,211.0,140.0
238,3,190119_185135_00167067.jpg,327,69,697,176.0,119.0,311.0,249.0
239,2,190119_185135_00167067.jpg,327,69,697,371.0,249.0,318.0,276.0
240,1,190119_201156_00164765 (3).jpg,436,70,584,262.0,218.0,269.0,230.0
241,1,190119_201156_00164765 (3).jpg,436,70,584,424.0,359.0,255.0,228.0
242,5,190119_201156_00164765 (3).jpg,436,70,584,272.0,103.0,409.0,355.0
243,5,190119_201156_00164765 (3).jpg,436,70,584,447.0,385.0,204.0,126.0
244,5,190119_201156_00164765 (3).jpg,436,70,584,300.0,169.0,180.0,123.0
245,5,190119_201156_00164765 (3).jpg,436,70,584,315.0,117.0,208.0,162.0
246,1,190119_180847_00166541.jpg,631,71,746,637.0,496.0,390.0,328.0
247,1,190119_180847_00166541.jpg,631,71,746,557.0,496.0,415.0,380.0
248,4,190119_180847_00166541.jpg,631,71,746,604.0,439.0,576.0,525.0
249,3,190119_175607_00166336.jpg,491,72,637,541.0,484.0,423.0,355.0
250,5,190119_175607_00166336.jpg,491,72,637,533.0,368.0,450.0,392.0
251,4,190119_175607_00166336.jpg,491,72,637,390.0,288.0,371.0,316.0
252,3,190119_184403_00166961.jpg,467,73,651,265.0,156.0,305.0,210.0
253,4,190119_184403_00166961.jpg,467,73,651,574.0,446.0,298.0,258.0
254,2,190119_184403_00166961.jpg,467,73,651,226.0,109.0,223.0,177.0
255,2,190119_184403_00166961.jpg,467,73,651,248.0,113.0,417.0,323.0
256,3,190110_171007_00155332.jpg,240,74,477,353.0,240.0,160.0,68.0
257,5,190110_171007_00155332.jpg,240,74,477,389.0,245.0,152.0,49.0
258,4,190110_171007_00155332.jpg,240,74,477,244.0,70.0,211.0,123.0
259,1,190119_183421_00166819.jpg,364,75,314,166.0,99.0,167.0,138.0
260,3,190119_183421_00166819.jpg,364,75,314,269.0,137.0,344.0,215.0
261,5,190119_183421_00166819.jpg,364,75,314,267.0,79.0,343.0,215.0
262,3,190119_175215_00166274.jpg,629,76,1151,411.0,282.0,553.0,472.0
263,4,190119_175215_00166274.jpg,629,76,1151,740.0,645.0,489.0,442.0
264,2,190119_175215_00166274.jpg,629,76,1151,514.0,377.0,453.0,383.0
265,4,190119_175215_00166274.jpg,629,76,1151,817.0,702.0,577.0,512.0
266,1,190110_170300_00155287.jpg,267,77,638,386.0,323.0,166.0,114.0
267,3,190110_170300_00155287.jpg,267,77,638,428.0,313.0,229.0,193.0
268,4,190110_170300_00155287.jpg,267,77,638,368.0,306.0,117.0,95.0
269,4,190110_170300_00155287.jpg,267,77,638,403.0,380.0,160.0,123.0
270,4,190110_170300_00155287.jpg,267,77,638,420.0,403.0,154.0,124.0
271,4,190110_170300_00155287.jpg,267,77,638,415.0,316.0,174.0,158.0
272,5,190110_170300_00155287.jpg,267,77,638,258.0,176.0,252.0,139.0
273,4,190110_170300_00155287.jpg,267,77,638,381.0,282.0,234.0,131.0
274,3,190110_165402_00155237.jpg,197,78,389,138.0,60.0,166.0,40.0
275,5,190110_165402_00155237.jpg,197,78,389,246.0,48.0,172.0,118.0
276,4,190110_165402_00155237.jpg,197,78,389,357.0,203.0,178.0,116.0
277,3,190119_180430_00166472.jpg,714,79,557,204.0,75.0,644.0,566.0
278,4,190119_180430_00166472.jpg,714,79,557,267.0,186.0,538.0,440.0
279,1,190119_185150_00167070.jpg,578,80,1011,670.0,603.0,209.0,185.0
280,3,190119_185150_00167070.jpg,578,80,1011,284.0,226.0,276.0,206.0
281,5,190119_185150_00167070.jpg,578,80,1011,266.0,152.0,337.0,233.0
282,5,190119_185150_00167070.jpg,578,80,1011,953.0,871.0,310.0,190.0
283,4,190119_185150_00167070.jpg,578,80,1011,311.0,208.0,505.0,452.0
284,4,190109_183653_00154277.jpg,324,81,458,366.0,293.0,206.0,162.0
285,4,190109_183653_00154277.jpg,324,81,458,253.0,207.0,188.0,142.0
286,4,190109_183653_00154277.jpg,324,81,458,281.0,255.0,169.0,139.0
287,4,190109_183653_00154277.jpg,324,81,458,302.0,275.0,166.0,138.0
288,4,190109_183653_00154277.jpg,324,81,458,263.0,159.0,291.0,239.0
289,2,190109_183653_00154277.jpg,324,81,458,287.0,175.0,121.0,60.0
290,4,190109_183653_00154277.jpg,324,81,458,302.0,240.0,213.0,182.0
291,4,190109_183653_00154277.jpg,324,81,458,355.0,300.0,166.0,136.0
292,4,190109_183653_00154277.jpg,324,81,458,233.0,155.0,161.0,112.0
293,1,190119_180631_00166503.jpg,586,82,569,140.0,83.0,335.0,254.0
294,1,190119_180631_00166503.jpg,586,82,569,207.0,163.0,323.0,285.0
295,4,190119_180631_00166503.jpg,586,82,569,498.0,430.0,320.0,217.0
296,4,190110_171101_00155338.jpg,213,83,472,262.0,151.0,132.0,104.0
297,4,190110_171101_00155338.jpg,213,83,472,175.0,151.0,168.0,134.0
298,4,190110_171101_00155338.jpg,213,83,472,272.0,247.0,178.0,144.0
299,5,190110_171101_00155338.jpg,213,83,472,376.0,209.0,82.0,58.0
300,5,190110_171101_00155338.jpg,213,83,472,139.0,48.0,201.0,93.0
301,2,190110_171101_00155338.jpg,213,83,472,449.0,423.0,166.0,105.0
302,4,190110_171101_00155338.jpg,213,83,472,437.0,283.0,107.0,78.0
303,4,190110_171101_00155338.jpg,213,83,472,295.0,132.0,195.0,138.0
304,3,190119_185059_00167058.jpg,603,84,1151,1037.0,985.0,531.0,428.0
305,2,190119_185059_00167058.jpg,603,84,1151,964.0,809.0,413.0,330.0
306,4,190119_175453_00166318.jpg,710,85,621,449.0,346.0,418.0,356.0
307,2,190119_175453_00166318.jpg,710,85,621,269.0,139.0,627.0,555.0
308,3,190119_183209_00166788.jpg,546,86,1151,499.0,356.0,453.0,375.0
309,4,190119_183209_00166788.jpg,546,86,1151,1077.0,956.0,295.0,232.0
310,2,190119_183209_00166788.jpg,546,86,1151,853.0,771.0,303.0,225.0
311,2,190119_183209_00166788.jpg,546,86,1151,652.0,516.0,465.0,391.0
312,3,190119_175549_00166332.jpg,657,87,517,272.0,130.0,642.0,591.0
313,4,190119_175549_00166332.jpg,657,87,517,264.0,125.0,506.0,438.0
314,3,190118_202711_00164792.jpg,422,88,570,535.0,400.0,281.0,213.0
315,2,190118_202711_00164792.jpg,422,88,570,320.0,199.0,370.0,261.0
316,4,190118_202711_00164792.jpg,422,88,570,185.0,125.0,296.0,192.0
317,3,190119_181449_00166641.jpg,408,89,530,157.0,51.0,273.0,172.0
318,4,190119_181449_00166641.jpg,408,89,530,367.0,275.0,223.0,133.0
319,3,190119_181123_00166586.jpg,581,90,586,136.0,76.0,493.0,431.0
320,2,190119_181123_00166586.jpg,581,90,586,370.0,278.0,475.0,423.0
321,2,190119_181123_00166586.jpg,581,90,586,374.0,313.0,496.0,448.0
322,2,190119_183119_00166775.jpg,636,91,1151,516.0,399.0,466.0,399.0
323,1,190119_182751_00166734.jpg,588,92,1151,163.0,7.0,310.0,270.0
324,1,190119_182751_00166734.jpg,588,92,1151,118.0,50.0,348.0,317.0
325,3,190119_182751_00166734.jpg,588,92,1151,845.0,746.0,279.0,227.0
326,3,190119_182751_00166734.jpg,588,92,1151,517.0,373.0,566.0,495.0
327,2,190119_182751_00166734.jpg,588,92,1151,854.0,753.0,309.0,272.0
328,2,190119_182751_00166734.jpg,588,92,1151,766.0,740.0,302.0,254.0
329,4,190119_182751_00166734.jpg,588,92,1151,252.0,90.0,491.0,413.0
330,4,190119_182751_00166734.jpg,588,92,1151,669.0,534.0,439.0,364.0
331,1,190119_180308_00166448.jpg,612,93,707,580.0,433.0,340.0,301.0
332,1,190119_180308_00166448.jpg,612,93,707,539.0,476.0,378.0,349.0
333,4,190119_180308_00166448.jpg,612,93,707,637.0,471.0,525.0,463.0
334,4,190119_181135_00166589.jpg,534,94,630,406.0,304.0,229.0,174.0
335,4,190119_181135_00166589.jpg,534,94,630,428.0,376.0,225.0,211.0
336,2,190119_181135_00166589.jpg,534,94,630,291.0,154.0,445.0,362.0
337,3,190109_182218_00154224.jpg,262,95,337,241.0,85.0,142.0,59.0
338,3,190119_185550_00167130.jpg,715,96,1124,148.0,86.0,555.0,451.0
339,4,190119_185550_00167130.jpg,715,96,1124,311.0,178.0,427.0,351.0
340,3,190119_182818_00166739.jpg,637,97,981,503.0,432.0,323.0,265.0
341,3,190119_182818_00166739.jpg,637,97,981,292.0,159.0,580.0,504.0
342,4,190119_182818_00166739.jpg,637,97,981,415.0,261.0,417.0,377.0
343,4,190119_180445_00166476.jpg,405,98,605,365.0,277.0,162.0,103.0
